date,city,pm25_avg,pm25_max,pm25_min,pm10_avg,pm10_max,pm10_min,aqi
2026-09-12,Shanghai,130,177,69,50,76,26,130
2026-09-13,Shanghai,139,177,92,58,76,46,50
2026-09-14,Shanghai,128,177,68,50,76,28,128
2026-09-15,Shanghai,132,174,42,65,112,19,132
2026-09-16,Shanghai,149,177,69,60,76,26,149
2026-09-17,Shanghai,151,177,87,61,76,26,151
2026-09-18,Shanghai,147,160,68,53,59,28,147
2026-09-19,Shanghai,131,160,69,53,70,29,131
