date,city,pm25_avg,pm25_max,pm25_min,pm10_avg,pm10_max,pm10_min,aqi
2026-09-10,Sao Paulo,31,31,31,13,13,13,31
2026-09-11,Sao Paulo,38,70,16,21,37,10,38
2026-09-12,Sao Paulo,44,80,23,18,29,13,44
2026-09-13,Sao Paulo,24,38,19,14,19,12,21
2026-09-14,Sao Paulo,54,68,23,35,44,12,54
2026-09-15,Sao Paulo,98,155,53,72,101,36,98
2026-09-16,Sao Paulo,66,117,44,46,75,27,66
2026-09-17,Sao Paulo,39,45,32,25,28,21,39
