date,city,pm25_avg,pm25_max,pm25_min,pm10_avg,pm10_max,pm10_min,aqi
2026-09-10,Moscow,70,80,60,33,45,23,70
2026-09-11,Moscow,28,58,14,11,24,7,28
2026-09-12,Moscow,29,46,15,11,15,7,29
2026-09-13,Moscow,53,66,20,20,24,9,38
2026-09-14,Moscow,103,156,36,49,69,17,103
2026-09-15,Moscow,107,158,38,49,70,17,107
2026-09-16,Moscow,88,163,32,41,82,14,88
2026-09-17,Moscow,167,169,145,86,87,58,167
